,Crypto,Stock,Bond,Exchange Rate,Commodity,Real Estate
Variance,65.70502574863849,0.37989008308021344,1.1141981491683721,0.027041315330249605,0.6121962370811853,0.1807303656484
Skewness,0.7345029388892103,-0.6041517250908908,-0.17532726097223109,-0.19435691599332877,-0.4173344599321109,-0.4374804967164172
Kurtosis,64.6644353720033,16.722366252720875,23.939805432508496,4.9989093080791775,8.08935882774866,7.361048379812489
Stable_alpha,1.1778904109589041,1.514929203539823,1.4011666666666667,1.5962307692307693,1.5795555555555554,1.589
Stable_gamma,0.04298618165950245,0.009001891768044284,0.01099613836715775,0.0028071655288231,0.011017860026392311,0.00718396841800035
Q_0_05,-0.2252050559186819,-0.02768767588759591,-0.03651173712391002,-0.0077204429983864,-0.032654889487986144,-0.02126305249215675
Q_0_025,-0.3553052108733366,-0.0371012025517066,-0.05003940015134644,-0.00967473302808933,-0.04323090267174367,-0.0282136152786202
Q_0_01,-0.604590464096243,-0.05172523956781341,-0.07486111705982607,-0.012659514945917855,-0.05750474470809835,-0.0369114137955147
Q_0_005,-0.8501278949458216,-0.06622799692457458,-0.09400908962811934,-0.014889735727638354,-0.0703308494143602,-0.0434165367495106
CTE_0_05,-0.4807528451158433,-0.044701163117836534,-0.061735980955040286,-0.010928548387708091,-0.05001739774082745,-0.03212526746823605
CTE_0_025,-0.6817334384503806,-0.05760298544759829,-0.08096232094257853,-0.013250523501161817,-0.06279274815039443,-0.03955132450545385
CTE_0_01,-1.0257373595934762,-0.07926488261169216,-0.11309848103746473,-0.016672113455311728,-0.08307033827693429,-0.05071922138499195
CTE_0_005,-1.3339242693376672,-0.1002707322065639,-0.1418343385096877,-0.019661719717207333,-0.10259690099098048,-0.06182572060454765
Q_0_95,0.23587724082243855,0.026949822870707886,0.03698709435549028,0.007639973326994977,0.03256946711156432,0.01966166747085465
Q_0_975,0.380230978841365,0.03533859676029313,0.051975277870358196,0.0098545471127817,0.043150072040893966,0.0261855944105263
Q_0_99,0.6515031642126561,0.04877243046248875,0.07839004542103496,0.012625816803367947,0.05970345244065239,0.03533954511613985
Q_0_995,0.9118189587534098,0.0622585255728272,0.09942162217745172,0.014690314869674715,0.07402429282668313,0.04374627124025775
CTE_0_95,0.5117425274030896,0.04204120153921107,0.0647794258360483,0.010809711581386446,0.04961162150226685,0.02980937668811595
CTE_0_975,0.7285898172947834,0.0534485727725146,0.08581782232843016,0.013018800300308747,0.06196883504090194,0.0372604229108464
CTE_0_99,1.0911752056389066,0.07226376150422123,0.12013213057349448,0.0159832208587355,0.08062557310229387,0.048068885392323804
CTE_0_995,1.412844615423728,0.08953671269836226,0.15283211938669342,0.018351186763524808,0.09489543945865855,0.056997919629793545
ACF_Lag1,-0.20155124515755124,-0.02923936418015341,0.09546670173190845,0.00025884618113427736,0.006066315488948944,0.0277793395060791
Hurst,0.5152110723953933,0.5256561856102268,0.5825930060037305,0.5257843587528294,0.5525699820060774,0.5190223216399861
FIGARCH_d,0.5364435432919641,0.2378382798031173,0.5590899183959734,0.2692307466972763,0.352751814206292,0.5000000337287833
